,id,score
0,1WeLqLyU13rH1hVNz18GojAJ066ba5c7WZzFnI0qhDoc,-0.12763033683101335
0,1MTMlaOdebsXi_voAj3ll1hEVRpDHRZGjY-VFIyhVrC8,0.06822198706787902
0,159DWT3brnuGLBMdNHk1Yl7pIm7BzX3C6r5wo7sHLbeg,-0.2035096049308777
0,1Jyr9A_waYgYKSdDVWVwSrq_MYw9DRsuNxwpA3ow7wac,0.12500882403152744
0,1Q-cCZ-ug4AT9vutlxPA9Q6sKgghXA8PmFdhy1Z3dbzY,0.2936960080774819
0,11nq_A7LX3bZwEQiMK35Pr4zXEg1CoW5dj9q9sQx3_zE,0.996312379837036
0,14GqGXxwcfFXnkufDCXC13TZIwRnlyJcZ_LS_WKyYRY0,0.10897750002997264
0,1JbNg1RNksq50-xvHQUKK-rFAjOXHPpKtzobSBkEq6bU,0.14332044353851905
0,1z0EBazbb4E35jjUujy5ECMMGCx6gfsu5bZrMT1EUZqQ,0.996312379837036
0,1M-pgCEeJFXcSBuIg8bLdyFIKZhFahh5mhpwxIwq8zcI,0.13786233284256674
0,1S0Uy_5sCB-98bRGuJRF4Ev3BZrpjOXHz-Oj5UveEm3A,-0.1782902806035934
0,1SHyeomVAwO8rOtzlZzqt9KsI2UCvYKxlGsPZ4M4onng,-0.12004225987654465
0,14mZLAj9262_wRKMTHmNZWaOMU65Lt6TIBfnM5esq3kU,-0.989754319190979
0,1IFWf8YziXRBq8r9fIa11Lnf-m-bcoZF77aeUxkxfPeE,-0.15281893699257462
0,13TY2GeYkhWotLwcM7JySGgBAmzzr8554B2goUcorpl4,-0.3316235939661662
0,1aLfw49-6CT3KSr8rGEfi3x-378qVDBgoYXdk_moxU30,-0.2771380300875063
0,1CBycJ-FuFg9fewt6NqE17PHspUoPSqU6T4ZVWp9oA1Q,-0.15253095541681566
0,1RHl1Vc2KZp4A1PlRpwVgCHCD34NeaWQ-8Sm_LElnYM0,0.504988506436348
0,1SkBh50XDSp7p-MYhZxFPlDqc70P4kHtH0sD0eUDO9kM,-0.09436839140527616
0,1Gg8_MUTfgnCht-8__y_cqaKMneeOUgNianocnrEySL4,0.08525570369746586
0,1RgGSns02aofbwJJfYBelv5bWcFjhYl9EmcFAUsBLTK0,0.00879881978034973
0,1JcBOH2APKvGx9QrqvaW5RitjjmX5DCi5IW-P4UDqAOc,-0.5149826820080097
0,1KmE8ei2WgecjV4rNvGm8-BKigtx81RcSLDC0Gd1KEso,-0.19434431195259091
0,1yVOG0wAkPBOS1_0aF0vA_59FKch_LmsMUW-Z_GK1sIM,-0.3063315025397709
0,1oCJiNaBWvj2mnLWqBCIOrMReWtcmOhSPxzaEggjQ5xU,0.0004246234893798828
0,1EnbD6EVEtCrbJbfMM6hECpBrqs4h1vygLPlVkC-EReM,-0.2536112128952403
0,112QomNLHOUYREJBoxznxffgisldEOdPTVRb14t4iGiU,-0.3883023485541344
0,1BmHkE9V0Nz62lenL0d1WKBYmMqxcbYDtGYKFiFNoSZc,-0.24957564816010736
0,1RWJ2uSBKPwNJI9FMpOjSlYqaWNCQ-hgcQ9pBi7Gry3o,-0.424630561682183
0,1vYVEw2q3EIvNZa1uX01ZHwiJwSAf6EpdsgiWgQCAsZw,-0.971812069416046
0,1Jju2TdkKUdESdyc-9T__-127xWyNcsqqIPvnYtYJpRc,0.2075070435883569
0,1-HB-r3g2u7lPlJphb2vluNWTVSluyKdrYxyVfMTUHlI,0.9984513223171234
0,15t-p1ayyzjQikuniM01OR-InpWG9UGPU6PqaV5zryRU,-0.1505430149582197
0,1Nw66tK7pX8cD6ic_AD1a4_WeFJckSo-8VGH1-Uj1GDQ,-0.19844604248092287
0,1Gw2XUkkECsOEMtLLfvHNQXBa0ajxudZqoNNvmnyIvNw,-0.4474882700226524
0,10w4jXsTmBl8LI4XDS0m4mnEaZrfZJzdvU_QFt7rbA2Q,-0.4776757416816858
0,15vEB5XZNXcFkqU6b_pycRCZwkRZf0aBdXq1IXM-XVOA,-0.30811300033178085
0,18oK__OIk30CVXXLBJm5LJ-XeHWwZtr6tl__Bv5_g_40,-0.15261313480299873
0,1yBcbDPlP0IIw7Bg3SCAIqbJKuJ-nyFyTpzAepH7fd24,-0.3737934042106975
0,1-Y752-gau9lAYn4C4QR5NGlIZIlyEQTb16aynekqJPs,-0.5502098511766504
0,19WcTQ16v8lV3uTpLSgx-rglWX32xwW6fuuEL5P4mwao,-0.1133461443471237
0,1JV5IB2d8nhkU17yY7DLc8rlWnjJHHv-HQ3O_-06yYyg,-0.18381433400240813
0,1-A3XDcya8p0aRg8pKRgHAxyuBcNSxSX3aAqp8Tc5L30,-0.33397129774093626
0,14dIL2bZtSHa9hu4ArIKk5xYDV78vhXqPfgDZ1Wk40J0,-0.315871258576711
0,1NfrFLufzcQ8qXtBw3k3Wvjr08iC_PA-rQiXB_Y01zWo,0.22308682343539069
0,1arcbdWptV3_qhX803fuNXUf6D7gdWsdX4fgvmzPoEmQ,0.1612820914297393
0,10RCy7PsdEDRIykg9V8BbfEfqlkCdk_s1TG5YjAvz8TU,0.2339019179344177
0,14MKjqVOkhSPN5Z_4BO5uwF4C1TI8hW-0heGMC73pbMI,-0.25223254320914285
0,1tfWnw0PuL2LJIZ1QeOTFWRSpAg6AIBYk3tdws6pzPT4,-0.2716306106558124
0,1Rn9YpC4wWsWcfPqTP_3eHs-pKI8i_c86ohSZbqc-Fy0,-0.2705857711178916
0,1Fic4Myl1m0EEEVOgVj0fQPGEbNgeUbcJcGueokA_BlI,-0.7262006770996821
0,1lKb0hMID-s_jmNldwwRm8O_DLMGA3kXRonPPIztPlSg,-0.20705627876779306
0,1Mo-S-STJdFsDdNHbA85Ig_cJhO8ZxtbDaONB-k98z28,-0.2698023557662964
0,120ycTi8sD4X6A7N1VFoXoE4zbKuRma1kEnutT0yWN6o,-0.9161952998903062
0,1Sj8tOM39aYebO-DnbkZrSK-qAn-iNUE4SuEpd-a1eWg,-0.09659906908085472
0,12AOaTPBlWbMfEDs5CNC-qPrpC7EBcvY2qZGzct8pyAI,0.0256701617529898
0,1eW-jUxR-bsOMH3dCQ2Zrsi9yvT_hVfUzzldR80c-h1Q,-0.017274414339373188
0,1IYvkgFbFRCHNKwhKR-kOGbFNWoDoOQyu_PHrMRTkJbA,-0.40765602097791787
0,1Rk7gEwMwhxwYTZWD5sqQGLijIn_IDXIHv6hF991MLrQ,-0.06765972597654475
0,1fkAyKgZ4caF3KvAISMqsdK4GpHher6SF0NqOdkQO3EM,-0.4986701856056849
0,13VYYptjMuiZAAdkoFC0tSvgRc0tsyJsSBGGdNmAYTl0,-0.09538626128976996
0,1RPEj8uaAAqoD1jJQFTBREVBfmLBu2MjXeCSaKk0kVI0,-0.016388150710093825
0,128tlxAb8PlDyPCPFvFDU21CmCDQUZzPZ9sp7JdNcSAA,-0.4915686017129479
0,1D_4sFF6tiQOPhW_ZnzT0UonVFg0vq4zdilK_qVVEgAU,-0.16411491506978085
0,1DyyiC4Z0WY-HX9GqlLZzvfxQMddntXpkHM_HIHeSTw0,-0.13461824673325268
0,1-HtdZC48E7-XiAUwf5chQvXOZA5ljuepd5kKN3v86yk,-0.4937845170497894
0,1Qm4jszeZy3XnHY-sthxTLKs5Hgv13e8-EbvCu-4jrIU,-0.1912949085235596
0,14wNVMOHn5c8tZN-BooCLn_3o3c8tVx3XQuu65ZXcVVk,-0.10704591539171007
0,18yZEurIkcf-uPjVHWS9wjv6-OnJv5GNcWx2VfaaGV9k,-0.2799010025130378
0,10ydJYoB-R8rLI0L9LaAMRTJcnRF4mf-z7FWyvKrSbQI,-0.32640187179341035
0,190mFL2zjqJn-P8BwdErMYfQUuQYh7dtfMnDM4Xrs7xk,-0.3551893005004296
0,1VayiafhYFYxopmh-8gCAIHBp9dcjmfT2mbJR0vozesA,-0.11087118666018207
0,1Aj66gwLeRUIFQg-st4aaMf8LPjfRWlDeIyo-QvoUWAQ,-0.10523968338966368
0,1RywEo0TvZUAM0CvQaum0X5pLNWHNvd0ruGJ3Q4nDy1A,-0.04711407545915584
0,12yEdUziGVRpJeSWh6wluBRFWtctAKyA7xXSEsJjgtus,-0.4456134032695852
0,1uNEA2kgTs8JfEgITK99CLo7SeBMIg3aGMCi0MjXe4zA,-0.16917979897874774
0,15fTBDJenjKfo5zvssGKcbltsT0Ze43KmfW37y2RVgjg,-0.23089593924008886
0,1i99DnOks2LaDIPMOxE4dRxzkwUTQRIktbAc7GYbTWz0,-0.10407491326332093
0,1WkyXafRRmELOoGGt0jtg2Y6FmqN421Q7I2IIh_OCyDo,-0.11739716701900835
0,1TGFC-fMS6wGQ42bezffZ60SiWFz8Bo2cLGzgw72oaVk,-0.12817106450476298
0,1IZRBXUMBWz6ViIuL1CflZ9VZx2vSOQRV1_58lTWnKQ0,0.27189455090499504
0,1kXY4xWToh5ZQfrhGbGz6vJgYP6vVSCWnImXjtfKnL6A,0.3107826511065165
0,110qtlqIraKzr96X9cycFRGOrmEnBoH-f57ZbTuXteYI,-0.18620207905769348
0,1d0mo7Z6AG9YOc94qzBBzGG4tq70FLzmgRN8oK-NVueQ,-0.2341370069980621
0,1-jleCLr4QycQ-40Es0kwmQE_33OtFNwB1vZ4CxBglso,-0.5115032523079256
0,16qrx3lbSnI_boQI990x8o7p2qikRsgF7C0x7NeASYVo,-0.4995255321264267
0,1ipWuQojsde--G4CQIC6DwFLf3avIe7JOYl5vBfSv2Ro,0.43878186742464703
0,12xjs8CsqaXogxmPRBKW_jDs9n9s7vew7xaYbF87AGJg,0.99502032995224
0,1jESIBzreGRhDYtOz0bE-e2xkMg4w6etG_jvthgVW2OY,-0.28470652444022043
